"","artist.id","artist.popularity"
"330","100sLnojEpcadRx4edEBA6",60
"331","63yrD80RY3RNEM2YDpUpO8",73
"332","3CjlHNtplJyTf9npxaPl5w",81
"333","6Y4bCmUNPDKqc7dHkVvgim",50
"334","4xnMDfgEmXZEEDdITKcGuE",65
"335","6nwykPKe0s5K030p5lliIY",39
"336","0lZoBs4Pzo7R89JM9lxwoT",70
"337","01aC2ikO4Xgb2LUpf9JfKp",67
"338","5OgSr6wQteRu9jek5JvnDQ",50
"339","4bL2B6hmLlMWnUEZnorEtG",79
"340","6TQj5BFPooTa08A7pk8AQ1",72
"341","3faZppLa0MVUYBlyp7zDAo",43
"342","6GbJhMDuVfUtg5RvGaOhYk",36
"343","7tnWJfXaJmFO6vv5WFN2K0",48
"344","1mrrvBvbrm28iYaPlJ9mG5",55
"345","2ymjQZjPQe0pziQ67Y8Ncr",30
"346","10gzBoINW3cLJfZUka8Zoe",69
"347","7n2wHs1TKAczGzO7Dd2rGr",91
"348","5PdkRVDASsw6P7QoqRpz0F",58
"349","7Eshpryyi2F9Jg0ixaysNn",47
"350","68DWke2VjdDmA75aJX5C57",72
"351","68DWke2VjdDmA75aJX5C57",72
"352","68DWke2VjdDmA75aJX5C57",72
"353","68DWke2VjdDmA75aJX5C57",72
"354","69GGBxA162lTqCwzJG5jLp",89
"355","79xu36jzq3a5nU8uubNZr9",30
"356","42crL07E4WPfVovyUtMpvC",54
"357","2cyyGl4qnHZL0o16t0fpJl",53
"358","2O2dI9lY9PnWtAa4OlrgMi",55
"359","2TL8gYTNgD6nXkyuUdDrMg",72
"360","3t5xRXzsuZmMDkQzgOX35S",83
"361","4qWnlmXWuGv2TtuxtIWlJX",67
"362","4TH4BHy0LdBi3dpBW4P2UX",67
"363","28j8lBWDdDSHSSt5oPlsX2",71
"364","1rCIEwPp5OnXW0ornlSsRl",63
"365","61XyQHQKfzbzgTmtbiVOR3",43
"366","70BYFdaZbEKbeauJ670ysI",75
"367","7ixzNQXQ64I2ayrtyhlF7i",55
"368","4jU68Hm8np6WNZXMqi7rz3",42
"369","57anmI1X2hXWPrNagFdzZr",47
"370","1bT7m67vi78r2oqvxrP3X5",66
"371","3TaUSUXn41GixL7zbvrIDt",63
"372","0W8xe7IqAPlnBRMUpWOUuJ",55
"373","6MKNzi38fPQCFRdWOtHqTJ",49
"374","4jbLQlSHJ8kT106T3mvryo",20
"375","00FQb4jTyendYWaN8pK0wa",84
"376","3CSEAKXaMU7QTpOGdXTvkE",12
"377","6KcmUwBzfwLaYxdfIboqcp",53
"378","4xgFgBZ7CRtgtHcziClOwQ",59
"379","4TH4BHy0LdBi3dpBW4P2UX",67
"380","7bXgB6jMjp9ATFy66eO08Z",90
"381","5hAhrnb0Ch4ODwWu4tsbpi",63
"382","4AZab8zo2nTYd7ORDmQu0V",53
